timestamps,eeg_1,eeg_2,eeg_3,eeg_4,note
1751406997.6518753,727.3454,722.21204,725.5753,409.07648,
1751406997.6557658,734.957,720.61896,733.8064,721.504,
1751406997.6596563,749.295,721.5925,738.76276,1044.0212,
1751406997.6635468,747.9674,724.77875,733.0983,953.92175,
1751406997.6674373,732.6558,726.5489,728.85004,591.84216,
1751406997.6713278,728.23047,726.9914,726.1063,398.80975,
1751406997.6752183,734.60297,724.86725,729.7351,664.32886,
1751406997.6791089,744.0731,715.22003,736.28455,1016.4072,
1751406997.6829994,742.0375,724.51324,732.7443,988.2622,
1751406997.6868899,727.1684,730.2661,722.7431,639.45856,
1751406997.6907804,714.866,724.69025,718.5833,388.6315,
1751406997.6946709,715.9281,726.9029,722.9201,602.99396,
1751406997.6985614,733.36383,730.6202,733.7179,984.8105,
1751406997.7024519,739.9133,727.78796,738.1432,1017.82336,
1751406997.7063425,728.76154,725.48676,727.69946,694.5981,
1751406997.7102330,715.39703,722.9201,722.7431,406.95233,
1751406997.7141235,720.1764,722.9201,729.9121,559.0063,
1751406997.7180140,736.9926,725.13275,735.488,950.02747,
1751406997.7219045,743.09955,725.48676,735.75354,1033.9315,
1751406997.7257950,732.21326,719.3798,729.6466,734.4259,
1751406997.7296855,716.7247,719.2028,722.5661,414.38687,
1751406997.7335761,713.0959,727.87646,721.06146,503.6898,
1751406997.7374666,725.5753,728.67303,731.4167,900.6409,
1751406997.7413571,738.58575,721.76953,736.9041,1040.0385,
1751406997.7452476,733.0098,722.21204,730.5317,778.94464,
1751406997.7491381,722.5661,725.04425,723.4511,437.92957,
1751406997.7530286,722.7431,717.4327,718.49475,459.61362,
1751406997.7569191,736.9041,719.7339,726.0178,853.64404,
1751406997.7608097,744.5157,732.5673,736.28455,1049.4202,
1751406997.7647002,738.2317,730.8857,735.0455,823.9944,
1751406997.7685907,722.30054,717.87524,726.8144,464.48148,
1751406997.7724810,719.9109,726.7259,724.3362,428.99042,
1751406997.7763715,736.10754,737.3466,729.02704,803.3724,
1751406997.7802620,745.4007,730.6202,728.14197,1040.3925,
1751406997.7841525,735.134,726.7259,724.95575,863.55676,
1751406997.7880430,717.78674,724.2477,724.51324,511.74387,
1751406997.7919335,715.8396,722.38904,724.1592,416.51102,
1751406997.7958241,725.13275,725.30975,726.0178,759.2077,
1751406997.7997146,738.3202,727.61096,728.85004,1049.9512,
1751406997.8036051,737.8777,728.319,729.29254,926.5733,
1751406997.8074956,721.85803,725.22125,726.5489,569.7156,
1751406997.8113861,714.866,727.3454,721.504,415.27194,
1751406997.8152766,724.2477,734.2489,726.0178,712.2993,
1751406997.8191671,740.09033,738.2317,730.0891,1042.9591,
1751406997.8230577,738.76276,732.7443,731.68225,973.2161,
1751406997.8269482,720.61896,728.05347,729.02704,617.24347,
1751406997.8308387,711.6798,729.7351,724.4247,407.30637,
1751406997.8347292,720.79596,730.5317,728.76154,659.107,
1751406997.8386197,735.93054,717.96375,732.8328,1021.98315,
1751406997.8425102,730.5317,716.9902,731.50525,1001.6267,
1751406997.8464007,714.24646,731.85925,729.9121,661.6737,
1751406997.8502913,707.25446,736.19604,726.1948,412.1742,
1751406997.8541818,709.0246,734.1604,727.78796,612.8182,
1751406997.8580723,727.0799,734.1604,733.8064,997.02435,
1751406997.8619628,738.93976,730.8857,734.2489,1034.02,
1751406997.8658533,725.04425,724.0707,726.1948,713.98096,
1751406997.8697438,709.90967,727.0799,721.504,419.96277,
1751406997.8736343,718.6718,737.7892,726.3718,562.7236,
1751406997.8775249,739.7363,722.9201,730.3546,963.4804,
1751406997.8814154,743.27655,707.697,729.11554,1053.58,
1751406997.8853059,726.7259,734.3374,727.0799,757.6146,
1751406997.8891964,712.2108,741.3294,725.9293,438.01807,
1751406997.8930869,715.22003,735.311,727.61096,514.39905,
1751406997.8969774,732.7443,737.0811,732.8328,912.2352,
1751406997.9008679,742.83405,736.7271,731.94775,1058.0052,
1751406997.9047585,733.0983,728.67303,726.4603,797.26544,
1751406997.9086490,718.40625,722.12354,725.13275,459.08258,
1751406997.9125395,719.9109,725.13275,722.47754,471.20795,
1751406997.9164300,734.4259,725.5753,727.61096,856.4762,
1751406997.9203205,742.83405,726.4603,734.957,1053.757,
1751406997.9242110,731.2397,720.79596,731.0627,835.3232,
1751406997.9281015,716.54767,719.8224,723.0086,479.8816,
1751406997.9319918,715.13153,729.7351,719.9994,425.9812,
1751406997.9358823,729.20404,729.9121,728.58453,792.92865,
1751406997.9397728,744.0731,729.9121,730.0891,1041.6316,
1751406997.9436634,742.126,728.58453,723.5397,868.24756,
1751406997.9475539,726.7259,726.9914,719.2913,507.14154,
1751406997.9514444,719.2913,733.9834,717.78674,396.06604,
1751406997.9553349,728.58453,736.37305,725.22125,726.7259,
1751406997.9592254,739.6478,732.21326,731.1512,1021.54065,
1751406997.9631159,735.3995,730.7972,730.7972,905.8628,
1751406997.9670064,716.9902,725.7523,724.60175,538.64984,
1751406997.9708970,708.9361,718.40625,719.2913,372.0808,
1751406997.9747875,716.2821,722.5661,717.0787,671.32086,
1751406997.9786780,729.7351,731.0627,726.2833,998.706,
1751406997.9825685,738.4972,734.60297,733.1868,933.47675,
1751406997.9864590,721.85803,727.61096,724.51324,588.1249,
1751406997.9903495,709.3786,722.30054,720.3534,376.50613,
1751406997.9942400,716.1936,727.78796,726.2833,620.87225,
1751406997.9981306,732.39026,728.23047,734.2489,981.9783,
1751406998.0020211,738.1432,730.7972,731.4167,971.3575,
1751406998.0059116,719.4683,729.02704,721.32697,634.59076,
1751406998.0098021,706.3694,724.2477,721.5925,383.49814,
1751406998.0136926,719.2028,727.61096,726.3718,578.5662,
1751406998.0175831,735.84204,728.23047,731.0627,959.3206,
1751406998.0214736,739.02826,727.52246,734.957,1002.4232,
1751406998.0253642,727.0799,726.2833,731.94775,692.2969,
1751406998.0292547,709.4671,724.86725,726.4603,398.36722,
